곡 세부 장르 리스트,발매일,앨범 명,앨범 ID,아티스트 ID 리스트,곡 제목,곡 장르 리스트,아티스트 리스트,곡 ID,대분류str
"['GN2402', 'GN2401']",20150731,불세출 (Bulsechul),2332531,[880970],풍류도시 (Flowing City),['GN2400'],['불세출'],348677,GN2400
"['GN2401', 'GN2406']",20151126,두레패 사물놀이,2653121,[102899],두레의 노래,['GN2400'],['두레패'],93889,GN2400
['GN2401'],19940000,30년대 신민요(빅터 유성기 원반 시리즈-가요 2),9866,[950],정어리타령,['GN2400'],['김용환'],18987,GN2400
"['GN2403', 'GN2401']",20161111,소리소은,10029940,[1382547],사랑가,['GN2400'],['안소은'],288018,GN2400
['GN2401'],19910800,정목스님의 산빛 물든 노래 (바람부는 산사/먼길),6964,[19775],바람부는 산사(山寺),['GN2400'],['정목스님'],177576,GN2400
['GN2401'],19900101,흥겨운 민요 메들리 40,1159756,"[284, 517004]",흥타령,['GN2400'],"['이옥천', '조상용']",687855,GN2400
"['GN0702', 'GN0703', 'GN0701', 'GN2502', 'GN0708', 'GN2501']",20080616,"날 봐, 귀순 (Digital Single)",385859,[251080],"날 봐, 귀순","['GN0700', 'GN2500']",['대성'],20064,GN0700 GN2500
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20100930,`Hello` SHINee The 2nd Album Repackage,1030252,[247639],Ready Or Not,"['GN2500', 'GN0200']",['SHINee (샤이니)'],319787,GN2500 GN0200
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20190508,THE FIFTH SEASON,10282459,[857994],Vogue,"['GN2500', 'GN0200']",['오마이걸'],217288,GN2500 GN0200
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20110906,KARA 3rd Album STEP,2009327,[222128],Strawberry,"['GN2500', 'GN0200']",['카라'],69612,GN2500 GN0200
"['GN2502', 'GN2501', 'GN0204', 'GN2506', 'GN0201']",20010401,First Mythology: 2001 1st Live Concert,1972,[100078],T.O.P.,"['GN2500', 'GN0200']",['신화'],361550,GN2500 GN0200
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20110614,`Hot Summer` f(x) 1st Album Repackage,1306051,[428501],Lollipop (Feat. SHINee),"['GN2500', 'GN0200']",['f(x)'],404402,GN2500 GN0200
"['GN0105', 'GN0101', 'GN2505', 'GN2503', 'GN1501', 'GN2501', 'GN1504']",20141217,왕의 얼굴 OST Part 2,2295598,[488423],한 사람,"['GN2500', 'GN1500', 'GN0100']",['민아 (걸스데이)'],621377,GN2500 GN1500 GN0100
"['GN2502', 'GN2501', 'GN2506', 'GN0201']",20021227,Chapter 5 Letter,26356,[100007],눈치 없는 눈물,"['GN2500', 'GN0200']",['god'],88735,GN2500 GN0200
"['GN2601', 'GN2503', 'GN2501', 'GN2602']",20151027,4 Walls - The 4th Album,2646918,[428501],Cash Me Out,"['GN2600', 'GN2500']",['f(x)'],43699,GN2600 GN2500
"['GN0302', 'GN0303', 'GN0301', 'GN2502', 'GN2501', 'GN2504']",19981100,One Time For Your Mind,3490,[100001],Good Love,"['GN2500', 'GN0300']",['원타임'],229338,GN2500 GN0300
"['GN2503', 'GN0204', 'GN2501', 'GN2506', 'GN0201']",20000516,Why,5228,[100032],Why,"['GN2500', 'GN0200']",['베이비 복스'],290773,GN2500 GN0200
"['GN0105', 'GN2505', 'GN2501', 'GN0101', 'GN2503']",20140808,Brown Eyed Girls BEST - Special Moments,2273055,[181694],잠에 취해,"['GN2500', 'GN0100']",['브라운아이드걸스'],313066,GN2500 GN0100
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20110926,`Paradise` (정규 1집 스페셜 리패키지),2015246,[476181],내꺼하자,"['GN2500', 'GN0200']",['인피니트'],138230,GN2500 GN0200
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20100805,Hurricane Venus,978853,[2165],Adrenaline,"['GN2500', 'GN0200']",['보아 (BoA)'],458345,GN2500 GN0200
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20190722,여름향기 (Summer Scent),10309298,"[685914, 686697]",여름향기 (Summer Scent),"['GN2500', 'GN0200']","['엘린', '민재']",329562,GN2500 GN0200
"['GN2502', 'GN0105', 'GN2501', 'GN0101', 'GN2505']",20170106,ROMANCE,10028959,[945262],삼년째 백수,"['GN2500', 'GN0100']",['브로맨스 (VROMANCE)'],594586,GN2500 GN0100
"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20160926,Evolution Pop_Vol.1,10000727,[685916],Love Couple (Feat. The Zoo),"['GN2500', 'GN0200']",['소율'],665382,GN2500 GN0200
"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20130124,DOLLS,2173386,[465680],쳐다만 봐,"['GN2500', 'GN0200']",['나인뮤지스'],595193,GN2500 GN0200
"['GN2502', 'GN2501', 'GN0302', 'GN2504', 'GN0301']",20180122,RAVI 2nd MIXTAPE [NIRVANA],10131446,[673448],NIRVANA (Feat. 박지민),"['GN2500', 'GN0300']",['라비(RAVI)'],350899,GN2500 GN0300
"['GN2502', 'GN2501', 'GN2506', 'GN0201']",20190327,Genie:us,10266827,[1201990],Round 1 (Bonus Track),"['GN2500', 'GN0200']",['펜타곤'],109077,GN2500 GN0200
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20120222,Brave Girls` : Second Mini Album `Re-Issue`,2083666,[531700],요즘 너,"['GN2500', 'GN0200']",['브레이브걸스'],648434,GN2500 GN0200
"['GN2502', 'GN2501', 'GN0303', 'GN0301']",20180306,REMATCH,10143693,[1865245],식어버린 온도 (GONE COLD),"['GN2500', 'GN0300']",['MXM'],534168,GN2500 GN0300
"['GN2502', 'GN2501', 'GN0303', 'GN2504', 'GN0301']",20190722,What a life - The 1st Mini Album,10309458,[2739460],What a life,"['GN2500', 'GN0300']",['세훈&찬열'],610807,GN2500 GN0300
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20130705,Hot & Cold,2191606,[101487],핫 앤 콜드 (Hot & Cold),"['GN2500', 'GN0200']",['쥬얼리'],476201,GN2500 GN0200
"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20190130,No.1,10247560,[839579],Breakdown,"['GN2500', 'GN0200']",['CLC'],493378,GN2500 GN0200
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20160303,크나큰 1st Single Album `KNOCK`,2669429,[946943],KNOCK,"['GN2500', 'GN0200']",['크나큰'],475613,GN2500 GN0200
"['GN2502', 'GN2501', 'GN2504', 'GN0301']",20200221,MAP OF THE SOUL : 7,10377346,[672375],Jamais Vu,"['GN2500', 'GN0300']",['방탄소년단'],71672,GN2500 GN0300
"['GN2502', 'GN2501', 'GN0101', 'GN2505']",20170206,SF9 First Mini Album `Burning Sensation`,10036162,[1183574],여전히 예뻐 (Still My Lady),"['GN2500', 'GN0100']",['SF9'],625311,GN2500 GN0100
"['GN2502', 'GN0105', 'GN2501', 'GN0101', 'GN2505']",20120524,THE B1A4Ⅰ`IGNITION` SPECIAL EDITION,2125061,[535440],웃어봐,"['GN2500', 'GN0100']",['B1A4'],5577,GN2500 GN0100
"['GN2502', 'GN2501', 'GN0303', 'GN2504', 'GN0301']",20130911,"O!RUL8,2?",2200733,[672375],If I Ruled The World,"['GN2500', 'GN0300']",['방탄소년단'],485661,GN2500 GN0300
"['GN2502', 'GN2501', 'GN0204', 'GN2506', 'GN0201']",20060315,Shinhwa 2005 Japan Tour Live,315493,[100078],Hero,"['GN2500', 'GN0200']",['신화'],11279,GN2500 GN0200
"['GN0105', 'GN2505', 'GN2501', 'GN0101', 'GN2503']",20171213,RE:BORN,10111091,[490981],온기가 필요해 (PROD. 권순관 of 노리플라이),"['GN2500', 'GN0100']",['소유 (SOYOU)'],134411,GN2500 GN0100
['GN0201'],20181024,TREASURE EP.1 : All To Zero,10215694,[2398260],해적왕,"['GN2500', 'GN0200']",['ATEEZ (에이티즈)'],327554,GN2500 GN0200
"['GN2503', 'GN2501', 'GN0303', 'GN2504', 'GN0301']",20180523,SELFISH,10169551,[756529],SELFISH (Feat. 슬기 Of Red Velvet),"['GN2500', 'GN0300']",['문별 (마마무)'],474157,GN2500 GN0300
"['GN2502', 'GN0601', 'GN2501', 'GN1501', 'GN1504']",20170912,돌아온 복단지 OST Part.9,10095406,[1814252],너와 나의 다른점 (Feat. 이도훈),"['GN2500', 'GN1500', 'GN0600']",['켄타'],157765,GN2500 GN1500 GN0600
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20180816,FREE TRAVEL,10194823,[773603],Give It Away,"['GN2500', 'GN0200']",['베리굿 (BerryGood)'],608803,GN2500 GN0200
"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20180628,SUMMER DREAM,10180157,[1704756],챙겨주고 싶어,"['GN2500', 'GN0200']",['엘리스 (ELRIS)'],555417,GN2500 GN0200
"['GN2502', 'GN0105', 'GN2501', 'GN0101', 'GN2505']",20170921,ANOTHER LIGHT,10098207,[100052],다신,"['GN2500', 'GN0100']",['젝스키스'],521017,GN2500 GN0100
"['GN2502', 'GN0105', 'GN2501', 'GN0101', 'GN2505']",20120704,SPECTACULAR,2136112,[449941],Begin With Kiss,"['GN2500', 'GN0100']",['제국의아이들 (ZE:A)'],334310,GN2500 GN0100
"['GN2502', 'GN2501', 'GN0204', 'GN2506', 'GN0201']",20051028,하늘속으로,309206,[100007],유죄,"['GN2500', 'GN0200']",['god'],236956,GN2500 GN0200
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20190710,City Lights - The 1st Mini Album,10305581,[672859],Psycho (Bonus Track),"['GN2500', 'GN0200']",['백현 (BAEKHYUN)'],3934,GN2500 GN0200
"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20180109,비밀정원,10126977,[857994],Magic,"['GN2500', 'GN0200']",['오마이걸'],479648,GN2500 GN0200
"['GN0401', 'GN2502', 'GN0403', 'GN2501']",20160524,좋아 - The 1st Album,2686593,[544520],AURORA,"['GN0400', 'GN2500']",['종현 (JONGHYUN)'],268475,GN0400 GN2500
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20170104,에이프릴(APRIL) 3rd Mini Album `Prelude`,10028119,[882818],봄의 나라 이야기,"['GN2500', 'GN0200']",['에이프릴 (APRIL)'],22643,GN2500 GN0200
"['GN0401', 'GN2503', 'GN0403', 'GN2501']",20180307,Yellow Flower,10145303,[750053],덤덤해지네 (Solo 화사),"['GN0400', 'GN2500']",['마마무 (Mamamoo)'],601992,GN0400 GN2500
"['GN2502', 'GN0601', 'GN2501', 'GN0605']",20070608,Cheerful Sensibility,352436,[226490],하지말래요,"['GN2500', 'GN0600']",['FTISLAND (FT아일랜드)'],34497,GN2500 GN0600
"['GN0401', 'GN2502', 'GN2501']",20150603,LOVE ME RIGHT - The 2nd Album Repackage,2321827,[724619],유성우 (流星雨) (Lady Luck),"['GN0400', 'GN2500']",['EXO'],482421,GN0400 GN2500
"['GN0104', 'GN2503', 'GN2501', 'GN0101', 'GN2505']",20050624,Girls On Top,304317,[2165],숨... (Breathe Again),"['GN2500', 'GN0100']",['보아 (BoA)'],327758,GN2500 GN0100
"['GN2501', 'GN2506', 'GN0201']",20151222,열두 시가 되면,2658098,[428821],열두 시가 되면,"['GN2500', 'GN0200']",['가인'],145951,GN2500 GN0200
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20180806,Summer Magic - Summer Mini Album,10191694,[780066],Blue Lemonade,"['GN2500', 'GN0200']",['Red Velvet (레드벨벳)'],93783,GN2500 GN0200
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20130805,The 1st Album `XOXO` Repackage,2195303,[724619],Lucky,"['GN2500', 'GN0200']",['EXO'],642935,GN2500 GN0200
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20191025,퀸덤 <FINAL 컴백 싱글>,10343701,[2137482],LION,"['GN2500', 'GN0200']",['(여자)아이들'],137066,GN2500 GN0200
"['GN1509', 'GN2207', 'GN2503', 'GN1501', 'GN2501', 'GN2506', 'GN0201']",20161012,신비아파트 : 고스트볼의 비밀 OST,10005609,[857994],Ma Friend,"['GN2500', 'GN1500', 'GN2200', 'GN0200']",['오마이걸'],638771,GN2500 GN1500 GN2200 GN0200
"['GN2503', 'GN2501', 'GN0204', 'GN2506', 'GN0201']",20090915,TTL (Time To Love),663552,"[412000, 229544]",TTL (Time To Love),"['GN2500', 'GN0200']","['티아라', '초신성']",311240,GN2500 GN0200
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20131204,Glue,2219419,[465680],글루 (Glue),"['GN2500', 'GN0200']",['나인뮤지스'],436963,GN2500 GN0200
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20160829,The 5th Mini Album `CANVAS`,2707281,[640891],Daybreak (Minhyun&JR),"['GN2500', 'GN0200']",['뉴이스트'],204262,GN2500 GN0200
"['GN2502', 'GN2501', 'GN0101', 'GN2505']",20160321,FLIGHT LOG : DEPARTURE,2674222,[751059],빛이나,"['GN2500', 'GN0100']",['GOT7 (갓세븐)'],344279,GN2500 GN0100
"['GN1510', 'GN2503', 'GN1501', 'GN2501', 'GN2506', 'GN1506', 'GN0201']",20150916,이니시아 네스트 OST,2640434,[750053],Girl Crush (Inst.),"['GN2500', 'GN1500', 'GN0200']",['마마무 (Mamamoo)'],235740,GN2500 GN1500 GN0200
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20141211,The 3rd Concert Album `SHINee WORLD III in SEOUL`,2294737,[247639],Dazzling Girl,"['GN2500', 'GN0200']",['SHINee (샤이니)'],138324,GN2500 GN0200
"['GN0105', 'GN0101', 'GN2505', 'GN2503', 'GN1501', 'GN2501', 'GN1504']",20200402,어서와 OST Part.5,10411942,[882815],I was wrong,"['GN2500', 'GN1500', 'GN0100']",['이진솔 (에이프릴)'],366457,GN2500 GN1500 GN0100
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20151102,D.O.A.,2648119,[767374],D.O.A. (Dead Or Alive),"['GN2500', 'GN0200']",['HIGH4 (하이포)'],559965,GN2500 GN0200
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20120704,SPECTACULAR,2136112,[449941],Coy Girl,"['GN2500', 'GN0200']",['제국의아이들 (ZE:A)'],643160,GN2500 GN0200
"['GN0104', 'GN2503', 'GN2501', 'GN0101', 'GN2505']",20050415,Too Good,302007,[168015],오랫동안,"['GN2500', 'GN0100']",['천상지희 더 그레이스 (The Grace)'],525612,GN2500 GN0100
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20170102,AOA 1st Album ANGEL`S KNOCK,10027430,[686920],느낌이 오니 (Feeling),"['GN2500', 'GN0200']",['AOA'],79714,GN2500 GN0200
"['GN2502', 'GN0601', 'GN2501', 'GN0606']",20171106,Every DAY6 November,10109058,[894864],쏟아진다,"['GN2500', 'GN0600']",['DAY6 (데이식스)'],54067,GN2500 GN0600
"['GN2502', 'GN2501', 'GN2506', 'GN0201']",20151123,MAD Winter Edition,2652165,[751059],손들어,"['GN2500', 'GN0200']",['GOT7 (갓세븐)'],34329,GN2500 GN0200
"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20161215,Dear,10023410,[534360],동화 같은 사랑 (Inst.),"['GN2500', 'GN0200']",['Apink (에이핑크)'],108180,GN2500 GN0200
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20160419,Zelos,2680289,[672560],늪 (Six Feet Under),"['GN2500', 'GN0200']",['VIXX (빅스)'],38380,GN2500 GN0200
"['GN2502', 'GN2501', 'GN2504', 'GN0301']",20170718,THE WAR - The 4th Album,10080589,[724619],C樂章 (Diamond),"['GN2500', 'GN0300']",['EXO'],525950,GN2500 GN0300
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20171016,CELEBRATE,10102644,[1624993],TAKE ON ME,"['GN2500', 'GN0200']",['하이라이트 (Highlight)'],137310,GN2500 GN0200
"['GN2502', 'GN2501', 'GN0303', 'GN2504', 'GN0301']",20150520,기가 막혀,2319554,[861430],가슴이 놀래 (Heartbreak),"['GN2500', 'GN0300']",['엔플라잉 (N.Flying)'],270725,GN2500 GN0300
"['GN2502', 'GN0805', 'GN2501', 'GN0801']",20180510,클래프 프로젝트,10165818,"[672287, 672288]",소란한 하루,"['GN2500', 'GN0800']","['서은광', '이창섭']",484410,GN2500 GN0800
"['GN2502', 'GN2501', 'GN0303', 'GN2504', 'GN0301']",20180824,LOVE YOURSELF 結 `Answer`,10197480,[672375],Trivia 承 : Love,"['GN2500', 'GN0300']",['방탄소년단'],252577,GN2500 GN0300
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20150727,Ordinary,2330181,[436981],예이 (YeY),"['GN2500', 'GN0200']",['비스트'],411301,GN2500 GN0200
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20150702,I`m a HOTSHOT,2327182,[787976],Midnight sun,"['GN2500', 'GN0200']",['핫샷 (HOTSHOT)'],108689,GN2500 GN0200
"['GN2502', 'GN0204', 'GN2501', 'GN2506', 'GN0201']",20000527,Only One,4249,[100078],Change,"['GN2500', 'GN0200']",['신화'],473874,GN2500 GN0200
"['GN2502', 'GN0401', 'GN0403', 'GN2501', 'GN0402']",20170612,태일X세정 Single (좋아한다 안 한다),10070260,[670611],좋아한다 안 한다 (Duet. 세정 of 구구단) (Prod. 박경),"['GN0400', 'GN2500']",['태일 (블락비)'],9516,GN0400 GN2500
"['GN0401', 'GN2502', 'GN2501', 'GN0402']",20190725,color on me,10310820,[1865969],Color,"['GN0400', 'GN2500']",['강다니엘'],235022,GN0400 GN2500
"['GN0105', 'GN0101', 'GN2505', 'GN2502', 'GN1501', 'GN2501', 'GN1504']",20161203,불어라 미풍아 OST Part.13,10020640,[421340],잊을 수 없다,"['GN2500', 'GN1500', 'GN0100']",['허영생'],7432,GN2500 GN1500 GN0100
"['GN2502', 'GN0401', 'GN2501']",20180124,AFTER,10132517,[1907398],"BABY IT`S U (PROD. 키겐, earattack)","['GN0400', 'GN2500']",['정세운'],263446,GN0400 GN2500
"['GN2502', 'GN0105', 'GN2501', 'GN0101', 'GN2505']",20171210,MOVE-ing - The 2nd Album Repackage,10118639,[629371],I`m Crying (Korean Ver.),"['GN2500', 'GN0100']",['태민 (TAEMIN)'],44201,GN2500 GN0100
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20190619,‘The ReVe Festival’ Day 1,10297980,[780066],Milkshake,"['GN2500', 'GN0200']",['Red Velvet (레드벨벳)'],324827,GN2500 GN0200
"['GN2502', 'GN2506', 'GN2501', 'GN0203', 'GN0201']",19980501,해결사,4246,[100078],해결사,"['GN2500', 'GN0200']",['신화'],496210,GN2500 GN0200
"['GN2503', 'GN2501', 'GN2506', 'GN0201']",20140924,EDM Club Sugar Free Edition,2283336,[412000],Sugarfree (DJ Dion) (Kor.),"['GN2500', 'GN0200']",['티아라'],103802,GN2500 GN0200
"['GN2503', 'GN2501', 'GN2504', 'GN0301']",20141229,Deja Vu,2297139,[792822],Love Call,"['GN2500', 'GN0300']",['소나무 (SONAMOO)'],657084,GN2500 GN0300
"['GN2502', 'GN0601', 'GN2501', 'GN0606']",20160817,CNBLUE COME TOGETHER TOUR DVD,2704580,[450801],Can`t Stop,"['GN2500', 'GN0600']",['CNBLUE (씨엔블루)'],653902,GN2500 GN0600
"['GN2502', 'GN0601', 'GN2501', 'GN0606']",20150323,I WILL,2309393,[226490],Hey Girl,"['GN2500', 'GN0600']",['FTISLAND (FT아일랜드)'],515433,GN2500 GN0600
"['GN2502', 'GN2501', 'GN0303', 'GN2504', 'GN0301']",20131108,RINGA LINGA,2213862,[247621],링가 링가 (RINGA LINGA),"['GN2500', 'GN0300']",['태양'],130331,GN2500 GN0300
"['GN2502', 'GN0105', 'GN2501', 'GN0101', 'GN2505']",20181205,VOICE - The 1st Mini Album,10229341,[668811],Blue,"['GN2500', 'GN0100']",['온유 (ONEW)'],251137,GN2500 GN0100
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20180628,SUMMER DREAM,10180157,[1704756],Focus,"['GN2500', 'GN0200']",['엘리스 (ELRIS)'],580459,GN2500 GN0200
"['GN2502', 'GN0401', 'GN2501', 'GN0402']",20200306,NCT #127 Neo Zone - The 2nd Album,10391380,[991413],꿈 (Boom),"['GN0400', 'GN2500']",['NCT 127'],427166,GN0400 GN2500
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20110407,So 녀,1238353,[440320],So Cool,"['GN2500', 'GN0200']",['레인보우'],22056,GN2500 GN0200
"['GN2503', 'GN1502', 'GN0205', 'GN2501', 'GN2506', 'GN1501', 'GN0201']",20141113,아빠를 빌려드립니다 OST,2290479,[488423],들려줘요,"['GN2500', 'GN1500', 'GN0200']",['민아 (걸스데이)'],610354,GN2500 GN1500 GN0200
"['GN2502', 'GN2506', 'GN2501', 'GN0203', 'GN0201']",19981003,Special,5360,[100052],변신,"['GN2500', 'GN0200']",['젝스키스'],381961,GN2500 GN0200
"['GN2503', 'GN2501', 'GN0101', 'GN2505']",20101230,The 1st Asia Tour Concert `Into The New World`,1123351,[401220],라벨：모음곡 `거울` 제4곡 `어릿광대의 아침노래,"['GN2500', 'GN0100']",['서현 (SEOHYUN)'],24494,GN2500 GN0100
"['GN2502', 'GN2501', 'GN0101', 'GN2505']",20011115,Chapter 4,8848,[100007],떠나지 못하는 이유,"['GN2500', 'GN0100']",['god'],357759,GN2500 GN0100
"['GN2502', 'GN0601', 'GN2501', 'GN0606']",20110321,FIRST STEP,1195654,[450801],One Of A Kind (Bonus Track),"['GN2500', 'GN0600']",['CNBLUE (씨엔블루)'],345882,GN2500 GN0600
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20140829,Mini Album Digital Repackage,2278860,[727818],두근두근 (Pit Pat) (Remix),"['GN2500', 'GN0200']",['베스티'],365725,GN2500 GN0200
"['GN0401', 'GN2502', 'GN2501']",20190328,I`m a mess.,10266068,[858846],Messed Up,"['GN0400', 'GN2500']",['블락비 바스타즈'],566822,GN0400 GN2500
"['GN2503', 'GN1501', 'GN2501', 'GN0101', 'GN2505']",20180301,추리의 여왕 시즌2 OST Part.1,10143128,[857996],사르르 (SARR) (Inst.),"['GN2500', 'GN1500', 'GN0100']",['효정 (오마이걸)'],151405,GN2500 GN1500 GN0100
"['GN2601', 'GN2602']",20150309,Take Your Clothes Off (RHeaT Remix),2307787,[43743],Take Your Clothes Off (RHeaT Remix),['GN2600'],['스케줄원 (Schedule 1)'],383457,GN2600
"['GN2601', 'GN0501', 'GN0504', 'GN0509']",20140305,Wallflower,2238060,[734685],Wallflower,"['GN0500', 'GN2600']",['이어스 (Ears)'],188426,GN0500 GN2600
"['GN2601', 'GN1501', 'GN2603', 'GN1504']",20061222,소울메이트 OST,337438,[209608],Get Your Hands Up,"['GN2600', 'GN1500']",['아키버드'],280822,GN2600 GN1500
"['GN2601', 'GN0501', 'GN0504', 'GN0509']",20181226,RDCS,10236228,[772492],실비와 제롬,"['GN0500', 'GN2600']",['NWIT (느윗)'],438438,GN0500 GN2600
"['GN2601', 'GN2602']",20190308,OVER & OVER,10258455,[61280],OVER & OVER (with Risso),['GN2600'],['HUS (허밍어반스테레오)'],357554,GN2600
"['GN2601', 'GN2602']",20190512,스르르 (Srr),10283483,[2398717],스르르 (Srr),['GN2600'],['Maywish'],548881,GN2600
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20190517,Dive,10286327,[734986],Dive,"['GN0500', 'GN2600']",['이루리'],610024,GN0500 GN2600
"['GN2601', 'GN0501', 'GN0504', 'GN0509']",20150421,"남한산성, 그리고",2314947,[574293],"그리고, 4월 16일","['GN0500', 'GN2600']",['Rainbow99'],339356,GN0500 GN2600
"['GN2601', 'GN2602']",20090717,Electro Party Vol.1,610155,[432760],칵테일 사랑 (DJ Hyo Reggaeton Mix) (마로니에),['GN2600'],['터보트로닉 (Turbotronic)'],657685,GN2600
"['GN2601', 'GN2602']",20150304,Get Ready Remixes,2307092,[726564],Get Ready (Markeer Remix),['GN2600'],['Y.U.P'],606788,GN2600
"['GN2601', 'GN2603', 'GN2602']",20120117,INFANT,2066086,[583271],우리 변한거잖아 (With 임슬옹 Of 2AM),['GN2600'],['클래지'],39488,GN2600
"['GN2601', 'GN0501', 'GN2602', 'GN0504', 'GN0509']",20131011,Nexus Remix,2210212,[512521],Nexus (GuJAHA RMX),"['GN0500', 'GN2600']",['Radiophonics'],676433,GN0500 GN2600
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20151027,Vorab And Tesoro (Remixes),2646831,[782222],In The City (Soohyuk Remix),"['GN0500', 'GN2600']",['Flash Flood Darlings (플래시 플러드 달링스)'],454835,GN0500 GN2600
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20110405,Ever `Project`,1235555,[248143],Mine,"['GN0500', 'GN2600']",['Rb Free Code Combination'],290254,GN0500 GN2600
"['GN2601', 'GN2602']",20160727,Let Me See Ya Move 2016,2700130,[717195],Let Me See Ya Move 2016 (Original),['GN2600'],['Latika'],30262,GN2600
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20121220,Echo,2170492,[714499],Yule,"['GN0500', 'GN2600']",['아슬 (Aseul)'],54090,GN0500 GN2600
['GN2601'],20191108,夢 (Dream),10348842,[2299463],귀환,['GN2600'],['카코포니 (cacophony)'],538942,GN2600
"['GN2601', 'GN0601', 'GN0605']",20090603,봉필전자밴드 Vol.1,578851,[416620],나쁜그대,"['GN2600', 'GN0600']",['봉필전자밴드'],457805,GN2600 GN0600
['GN2601'],20191108,夢 (Dream),10348842,[2299463],이 우주는 당신,['GN2600'],['카코포니 (cacophony)'],490139,GN2600
"['GN2601', 'GN2603', 'GN0303', 'GN0301']",20120517,Rhythm Genius,2124278,[672805],Top Of The World (Male Ver.),"['GN2600', 'GN0300']",['마스터피스'],485360,GN2600 GN0300
"['GN2601', 'GN0501', 'GN0504', 'GN0509']",20180619,Over The Rainbow,10177233,[1957440],Over The Rainbow,"['GN0500', 'GN2600']",['Eian'],290478,GN0500 GN2600
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20171105,들뜬 마음 가라앉히고,10108544,[719755],깊은 우리 젊은 날,"['GN0500', 'GN2600']",['위아더나잇 (We Are The Night)'],1740,GN0500 GN2600
"['GN2601', 'GN2603']",20111018,Re:issue,2021829,[573751],Shoot To The Flash,['GN2600'],['Electroberry'],531661,GN2600
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20190419,봄앓이,10275856,[2005651],봄앓이,"['GN0500', 'GN2600']",['ODD-CAT (오드캣)'],372275,GN0500 GN2600
"['GN2601', 'GN0501', 'GN0504', 'GN0509']",20180105,~,10125701,[2018412],Bambi,"['GN0500', 'GN2600']",['낯선아이'],426257,GN0500 GN2600
[],20200403,Feelings Were True,10412313,[943891],Feelings Were True,['GN2600'],['Hamburg Student'],430373,GN2600
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20180110,Last of Everything We Were,10127125,[1868004],No Friction (Feat. Paloalto),"['GN0500', 'GN2600']",['Kisnue (키스누)'],414179,GN0500 GN2600
"['GN2601', 'GN0509', 'GN2603', 'GN0504', 'GN0501']",20200317,we - wee,10403373,[2241099],we - wee,"['GN0500', 'GN2600']",['H:SEAN'],673745,GN0500 GN2600
