곡 세부 장르 리스트,발매일,앨범 명,앨범 ID,아티스트 ID 리스트,곡 제목,곡 장르 리스트,아티스트 리스트,곡 ID,대분류str,index,tags
"['GN1006', 'GN1007', 'GN0901', 'GN0902', 'GN1001']",20100629,To Be Loved: The Best Of Papa Roach (Explicit Version),943557,[100298],...To Be Loved (Album Version (Explicit)),"['GN0900', 'GN1000']",['Papa Roach'],221058,GN0900 GN1000,221058.0,락팝잘알 안유명한노래 올라운드 안알려진노래 알리고싶은Pop음악 장르구분없이 팝송 누구나_듣기_좋은 좋은_노래 시대별흥겨운 운동 스트레스 드라이브 록메탈 기분전환 락 Rock 록 신나는기분전환 밤 새벽락하드한 명절 설날 추석 기분전환 공격적인 파워풀 스트레스드라이브 운동일부는시즈모드됐고 캐리어가야돼요 bgm 스타 지이이이지이이이이이으아악 아아망했어요 스타크래프트 네경기시작하겠습니다 일부는퉁퉁퉁퉁 팝락밴드 명절 연휴 스트레스 드라이브 여행 고속도로 기분전환 록 신나는헬스 운동 Metal 하드락 메탈 Rock 락락락추석 연휴 설날 여행 고속도로 스트레스해소락록 파워 에너지 Metal 메탈 Rock 운전 락스타리그 bgm Pop 스타 Rock 추억소환락미쳐보자 뛰어팝잘알 보석같은노래 숨겨진_명곡들 2010년대 올라운드 2020년 팝송 2000년대 엄선한 좋아요1000이하헬스 스포츠 운동 록 Rock Metal 메탈 근육 락 웨이트기분전환 스트레스게임 락 월드오브워크래프트 메탈하드록 감성 에센셜 명곡 기분전환 메탈 Rock 파워풀 록 신나는락스트레스 기분전환여름 데낄라 록 열대야 맥주 보드카 폭염 더위 스트레스리프레시 여름 소나기 드라이브 기분전환 메탈 락 스트레스해소
"['GN1014', 'GN1001']",20190412,This Wild Willing,10246325,[228310],Race To The Bottom,['GN1000'],['Glen Hansard'],72770,GN1000,72770.0,인생플레이리스트 라디오
"['GN1010', 'GN1001']",0,Amigos,28916,[104588],Europa (Earth`s Cry Heaven`s Smile),['GN1000'],['Santana'],685185,GN1000,685185.0,하드록 고독 회상 하드록메탈 추억 쓸쓸한 남성적인 감성적인 슬로우 락
['GN1001'],20010529,L.D. 50,98795,[105338],Internal Primates Forever (Clean Ver.),['GN1000'],['Mudvayne'],445490,GN1000,445490.0,락
['GN1001'],20160708,Hit Reset,2695892,[991449],I Decide,['GN1000'],['The Julie Ruin'],452416,GN1000,,
"['GN1009', 'GN1001']",19691110,Live Dead,62577,[103994],Turn On Your Love Light (Remastered Live at San Francisco Version),['GN1000'],['The Grateful Dead'],284515,GN1000,284515.0,질주 열정 라이브 기분전환 라이브앨범 록밴드 파워풀 락 legend 신나는상상 상상력 상상용 날개
['GN1001'],20160610,A/B,2681948,[831527],Way Down We Go,['GN1000'],['Kaleo'],218655,GN1000,218655.0,비오는날 흐린날 카페 새벽 팝 우울 매장 드라이브 영국감성 록광고 CF무한 눈오는날 혼자 명곡 드라이브 빌보드 볼륨업 트렌드 팝송 반복드라이브 락 dj딘기분전환 PopTMB2016년 상반기 팝 콜렉션 팝잘알로건 블루스 빛바랜색감 포크 빈티지무드 Pop OST 컨트리tvN예능 bgm 신서유기4비오는날 발라드 윤하 새벽겨울 감성 밤 잔잔한 새벽 사랑 와인Spotify Shazam매장에서 팝 카페 알앤비CF 광고 bgm Pop OST신곡 상시업뎃 최신음악 트렌드 매일업뎃 팝배경음악 글 소설 창작 Songfic 작업음악 창작소재 그림밴드사운드 락 명곡들 락밴드 명반감성 드라이브 OST bgm 광고 기분전환 트렌디 스트레스 광고음악휴일 휴식 어쿠스틱 주말 인디팝 연휴 어쿠스틱팝 포크배경음악 휴식 드라이브 bgm 나PD 기분전환 알쓸신잡 여행잘생겼는데 존잘존예 훈내 이쁘고슬픔 추억 이별 회상심야의도시 드라이브 도시 서울 야간 드라이브뮤직CF 광고음악이노래뭐지 방금그곡 CF bgm 광고 JAYJE 광고음악매장음악 드라이브미드과거 회상 추억 힐링 기분전환 향수 가요 이별 90년대 발라드광고음악모음 편안한노래 팝 광고
['GN1001'],20051004,Back To Bedlam (Deluxe Edition),155411,[170117],High,['GN1000'],['James Blunt'],369181,GN1000,369181.0,bgm 안녕다니엘 강다니엘감성 팝 가을 잔잔한드라이브 여름 청량 Pop 여행나만을_위해_노래 제이슨_므라즈 잔잔한 제임스_블런트 콜드플레이 에드_시런 데미안_라이스 브루노_마스 팝 차분감성힙합 어쿠스틱 감성 팝송 알엔비 팝송추천 신나는록 해외 메탈편한 잔잔한한강 가을산책 가을 산책커피 가을 어쿠스틱 Pop 티타임여름 출근길 드라이브 여행 휴식 기분전환 퇴근길 신나는팝반전데이트 하트시그널시즌2안녕다니엘 bgm 플레이리스트 강다니엘느낌있는 카페 잔잔한 팝송 북까페 밀크티배경음악 하트시그널 하트시그널BGM 느낌있는 추천음악 감각적인 OST 하트시그널시즌2 bgm 감성적인감성 가을 BrunoMars DamienRice EdSheeran Coldplay 팝 9월카페음악 어쿠스틱 발라드 카페에서듣기좋은 음색이좋은 공부하기좋은음악 팝송 팝송모음 감미로운 카페음악모음락
"['GN1013', 'GN0901', 'GN0902', 'GN1001']",20070810,Some Mad Hope,2279792,[42049],Come On Get Higher,"['GN0900', 'GN1000']",['Matt Nathanson'],423766,GN0900 GN1000,423766.0,신나는휴식 어쿠스틱비오는날 감성 밤 여름밤 팝 잔잔한 힐링 기분전환 참이슬 록비오는날 우울할때 어두운 안유명한노래HITS Grammy 그래미 빌보드 HOT awards Favorites Billboard 100 Today오늘의노래 알앤비 드라이브 그루브 딥하우스 소울 일렉트로닉흥폭발 신나는 내적댄스폭발 기분좋은카페음악 어쿠스틱힐링 휴식겨울 감성 매장음악 새벽 Pop 여행 기분전환 사랑 도입부 잠들기전감성적인 달달 따뜻한 밝고잔잔한음악 popsong 가을 Pop 트렌드 감성팝추석 귀경길플레이리스트 추석플레이리스트 콜드플레이 그레고리포터 트로이시반 아담리바인 딘 션멘던스 노라존스감성 알앤비 RnB 발라드 드라이브 그루브 기분전환 사랑 소울여름 여행 산책감성 카페 가을 가을밤
"['GN1010', 'GN1001']",20150925,Aladdin Sane (2013 Remastered Ver.),312734,[151514],Panic in Detroit (2013 Remastered Ver.),['GN1000'],['David Bowie'],76932,GN1000,,
['GN1001'],20081007,Singles Collection,398599,[107761],Pass It On,['GN1000'],['The Coral'],201517,GN1000,201517.0,팝
"['GN1013', 'GN0901', 'GN0902', 'GN1001']",20070307,Neon Bible,429251,[170576],Building Downtown (Antichrist Television Blues),"['GN0900', 'GN1000']",['Arcade Fire'],656508,GN0900 GN1000,656508.0,인디
"['GN1012', 'GN1001']",19960715,Love On A Two-Way Street,65904,[167752],Look At Me (I`m In Love),['GN1000'],['The Moments'],231787,GN1000,231787.0,하이네켄 디스코익스피리언스 DISCOExperience 멜론
['GN1001'],20150414,UnderThe Pink (Remastered),2313923,[28979],Baker Baker (2015 Remastered),['GN1000'],['Tori Amos'],219876,GN1000,219876.0,매장음악 카페 발라드 촉촉한 피아노 팝송 감성적인 까페
"['GN1003', 'GN1013', 'GN1001']",20060825,The Essential Alice In Chains,325275,[103499],No Excuses,['GN1000'],['Alice In Chains'],337698,GN1000,337698.0,락락가을 Mellow 드라이브 함께 모던락
['GN1001'],20170227,America,4493033,[786309],America,['GN1000'],['Christopher Owens'],382602,GN1000,382602.0,퇴근 잔잔한 월요병 새벽 드라이브 위로 잠들기전 감성팝겨울준비 겨울 가을 알앤비 분위기 추워요 따뜻한음악 JAYJE
"['GN1005', 'GN1001']",20131111,The Lot,2215361,[3356],Everybody Hurts Sometimes,['GN1000'],['Roger Taylor'],625515,GN1000,,
"['GN1007', 'GN1001']",20100831,Feeding The Wolves (Deluxe Version),2277872,[185250],Don`t Fight It (Album Ver.),['GN1000'],['10 Years'],415922,GN1000,415922.0,흥겨운 운동 스트레스 드라이브 록메탈 기분전환 락 Rock 록 신나는스트레스 기분전환
"['GN1003', 'GN1001']",20120425,Jag Ar Inte Radd For Morkret,2272708,[104131],Jag Ser Dig,['GN1000'],['Kent'],37161,GN1000,37161.0,락
['GN1001'],20041221,The Tenth Sub Level Of Sucide,4574481,[367805],At the Door to the Tenth Sub Level of Suicide,['GN1000'],['Leviathan'],464130,GN1000,464130.0,강렬한 헤비메탈 메탈 스트레스 블랙메탈 스트레스해소
"['GN1014', 'GN0901', 'GN0902', 'GN1001']",20180627,Teardrops,10179306,[1908054],Teardrops,"['GN0900', 'GN1000']",['Neil Frances'],427704,GN0900 GN1000,427704.0,카페 취향저격 록 여행 락 매력적 팝 얼터너티브 인디매장음악 밴드음악 취향저격 인디팝 새벽감성 매력적인 힙한 유니크 멜랑꼴리 밤에기분전환 여름 드라이브감성 여유 카페 잔잔한 드라이브 지칠때 중독성 힐링 기분전환 산책여유로운 나른나른 주말 혼자 낮잠 오후 분위기 감성음악 JAYJE 늦은오후저녁 잔잔한 해질녘 드라이브 노을 여행 감성 팝 모던락 Chill감성 드라이브휴식 카페 주말 잔잔한 오후 나른한 감성 침대 Chill잔잔한 휴식 감성 사랑힙합 감성 알앤비 외국음악 Pop 카카오톡 JAYJE Rock 오픈채팅 음악추천신입사원탄생기 감각적인 굿피플 bgm 감성적인 예능판미생
"['GN1013', 'GN1001']",20090317,Falling Down (Remixes),520551,[104369],Falling Down (The Gibb Mix By Twiggy/Sardy),['GN1000'],['Oasis'],65196,GN1000,65196.0,락
"['GN0901', 'GN0902', 'GN1001']",20131118,Baptized,2216759,[221350],Wild Heart,"['GN0900', 'GN1000']",['Daughtry'],542934,GN0900 GN1000,542934.0,기분전환 드라이브락기분전환 드라이브밤 새벽여행 가을 Pop 센치 산책팝목소리깡패 소통 목소리_갑 개인소장 휴식힐링 스트레스해소
"['GN1013', 'GN1001']",20011121,White Lilies Island,16218,[16321],Wrong Impression,['GN1000'],['Natalie Imbruglia'],168731,GN1000,168731.0,팝팝감성 매장음악 잔잔한팝락비오는날 잔잔한
"['GN1006', 'GN1013', 'GN1001']",20010529,Point Of Entry (Bonus Tracks),305799,[100884],On The Run,['GN1000'],['Judas Priest'],454305,GN1000,454305.0,락락
"['GN1402', 'GN1401', 'GN1001']",20050726,Are You A Dreamer?,97810,[199411],Are You A Dreamer (Acoustic Ver.) (Bonus Track),"['GN1400', 'GN1000']",['Denison Witmer'],122773,GN1400 GN1000,122773.0,감성 휴식 잠들기전 잔잔한밤 까페 새벽락
"['GN1014', 'GN1001']",20181012,Loving The Alien (1983 - 1988),10213919,[151514],Look Back In Anger (Live `83) [2018 Remastered Version],['GN1000'],['David Bowie'],488380,GN1000,488380.0,데이비드보위 창의력 데이빗보위 DavidBowie 스윙키즈
['GN1001'],20151030,The Things We Do To Find People Who Feel Like Us,2647724,[881530],Bad Art & Weirdo Ideas,['GN1000'],['Beach Slang'],491316,GN1000,491316.0,특이하다 유니크 참신해 Rock 좋다
['GN1001'],20120824,The Dust Settles,3850895,[1887891],In My Defense,['GN1000'],['Arrows In the Air'],205600,GN1000,,
['GN1001'],20131114,Please Don`t Go,2215986,[537120],Bring Me Down,['GN1000'],['Above Envy'],604903,GN1000,604903.0,여행 기분전환 산책산책 운동 여행팝락 락 경쾌한 기분전환 Pop Rock 팝 신나는기분전환 드라이브 차 경쾌한 신나는봄여행 드라이브 주말여행 봄나들이 주말나들이 친구기분전환 드라이브지누락엔터테인먼트 맑은날 햇빛 신남 재즈스트레스 힐링 드라이브 카페팝밴드 드라이브 Pop 기분전환 오늘은_뭐듣지 인디 일렉트로닉
"['GN1013', 'GN1001']",20021101,Forever Delayed(Manic Street Preachers The Greatest Hits),26660,[100534],The Everlasting,['GN1000'],['Manic Street Preachers'],556011,GN1000,556011.0,락락
"['GN1013', 'GN0901', 'GN0902', 'GN1001']",20090519,City Of Black & White,593153,[203242],Never Be Ready,"['GN0900', 'GN1000']",['Mat Kearney'],499611,GN0900 GN1000,499611.0,nct nctdream 악동서울 런쥔
"['GN0901', 'GN0902', 'GN1001']",20170609,Ti Amo,10059153,[19035],Lovelife,"['GN0900', 'GN1000']",['Phoenix'],73884,GN0900 GN1000,73884.0,뮤직트랙 배경음악 넷플릭스 사운드트랙 드라마배경음악 루머의루머의루머피닉스 팝 락 phoenix 예상셋리스트커피 매장음악 카페 쌀쌀한셋리스트 공연피닉스 내한 내한공연 공연 프랑스 프렌치
"['GN1013', 'GN0901', 'GN0902', 'GN1001']",20070911,Drastic Fantastic,357750,[170685],Someday Soon,"['GN0900', 'GN1000']",['KT Tunstall'],339860,GN0900 GN1000,339860.0,락
"['GN1013', 'GN0901', 'GN0902', 'GN1001']",20081216,Christmas With Weezer,746454,[105176],The First Noel,"['GN0900', 'GN1000']",['Weezer'],130061,GN0900 GN1000,130061.0,팝
"['GN1010', 'GN1001']",19700200,Sweet Baby James,62330,[32371],Sunny Skies ,['GN1000'],['James Taylor'],27507,GN1000,27507.0,따사로운 햇살 팝 봄볕
['GN1001'],20101026,Omega Wave,1231173,[178440],Forsaken At The Gates,['GN1000'],['Forbidden'],633042,GN1000,633042.0,락 1980
['GN1001'],20150116,Spellbound Scenes Of My Cure,2300871,[47343],Pearly River Gates,['GN1000'],['Maximilian Hecker'],395727,GN1000,395727.0,너를위한 잔잔한 잘자 들어봐 편안한
"['GN1007', 'GN1001']",20140318,In The Mouth Of Madness (Feat. Tyler Carter),2245494,[766113],In The Mouth Of Madness (Feat. Tyler Carter),['GN1000'],['Nightmares'],33422,GN1000,,
"['GN1007', 'GN1013', 'GN1001']",20090721,Sleepwalking,942553,[481603],Sleepwalking,['GN1000'],['Memphis May Fire'],248103,GN1000,,
['GN1001'],20160205,Different Sun,2716219,[1136529],Silent by the River,['GN1000'],['Electric Eye'],442883,GN1000,442883.0,neopsychedelic 사이키델릭 2000_10 인디록 네오사이키델릭 몽환적 엠지엠티 MGMT 락 Psychedelic힐링 설렘 사랑
['GN1001'],20170718,Ulfven,4500930,[2255539],En Synd Svart Som Sot,['GN1000'],['Ereb Altor'],615446,GN1000,615446.0,Metal 메탈
"['GN1003', 'GN1001']",20170602,The Joshua Tree (Super Deluxe),10067557,[100329],Pride (In The Name Of Love) (Live),['GN1000'],['U2'],83055,GN1000,83055.0,콘서트 내한공연 명곡 공연 유투 setlist Rock thejoshuatree U2 록
['GN1001'],20100316,The Runaways,1193055,[104519],Cherry Bomb,['GN1000'],['Runaways'],226711,GN1000,226711.0,OST1 신남 OST기분좋은 파프롬홈 OST 마블 어벤져스 스파이더맨 기분전환 영화 영화음악 신나는영화음악 OST 영화추억 기분전환 회상락윤식당시즌2 여행 나영석PD일렉트로니카 팝 뉴웨이브 팟럭 기분전환 파티 락 펑크 신나는팝기분전환 드라이브OSTOST베이비그루트 가오갤 가오갤2 꿀잼각 가디언즈오브갤럭시 팝 영화음악스트레스 기분전환이정대 막신워맨스 멋진 OST 멋스러움 청춘시대OST 품위있는그녀OST활기찬 하드록메탈 여성보컬 기타리스트 경쾌한 자신감 격렬함 여성 락 펑크더보이즈 해외드라마 미국드라마 OST 미드movie JAYJE OST 영화Rock사운드트랙 OST 가디언스오브갤럭시 GOTG Soundtrack Retro awesomemix 가디언즈오브갤럭시 복고 어썸믹스배경음악 엔드게임 OST 마블 avengers 어벤저스 영화음악 endgame블록버스터_삽입곡 장면이_떠오르는_노래들 OST 올드팝윤식당bgm TVN 윤식당시즌2가디언즈오브갤럭시 끝내주는노래모음집원곡 OST 마블 가디언즈오브더갤럭시끝내주는노래모음집 OST 마블 영화 awesomemix 가디언즈오브갤럭시 가디언즈오브더갤럭시
"['GN0901', 'GN0902', 'GN1001']",20150504,Wilder Mind (Deluxe),2316827,[486042],The Wolf,"['GN0900', 'GN1000']",['Mumford & Sons'],324825,GN0900 GN1000,324825.0,내한 감성 스트레스 포크 영국 밴드 록 멈포드앤선즈 인디 신나는드라이브 매장음악감성 팝송모음
"['GN1009', 'GN1001']",20151106,The Twain Shall Meet,2649481,"[27604, 104345]",Sky Pilot,['GN1000'],"['Eric Burdon', 'The Animals']",52814,GN1000,52814.0,그릴요리 아버지가 구워주는
['GN1001'],20110714,Jobs Where They Don`t Know Our Names,1336659,[221006],Come To Me,['GN1000'],['Raymond & Maria'],605401,GN1000,,
"['GN1012', 'GN1001']",19990913,Wait A Minute,65064,[104629],The Natural Thing,['GN1000'],['James Taylor Quartet'],208590,GN1000,208590.0,슬픔 클럽 이별
"['GN1003', 'GN1001']",20161007,A Place For Us To Dream,10003936,[101932],Ashtray Heart,['GN1000'],['Placebo'],152220,GN1000,152220.0,브릿팝 JAYJE Best Rock 록 모던록
"['GN0901', 'GN0902', 'GN1001']",20151119,Surrender (Deluxe),2651625,[474562],Nothing Will Be Bigger Than Us,"['GN0900', 'GN1000']",['Hurts'],101557,GN0900 GN1000,101557.0,셋리스트 내한 2018 허츠 Hurts밴드 나이트뮤직 밤 일렉트로닉desire 내한 허츠 Hurts
['GN1001'],20070716,Hold On,375006,[170685],Hold On,['GN1000'],['KT Tunstall'],473924,GN1000,473924.0,산책 추억 여행 회상잔잔한 추억 회상락락
"['GN1007', 'GN1001']",20110627,Gold Cobra (Standard Ver.),1317390,[100342],Shotgun,['GN1000'],['Limp Bizkit'],227701,GN1000,227701.0,electronica Metal OST ballad Rock록 Metal OST 메탈 Rock 락스트레스 기분전환힙합 일렉트로니카 랩 락 메탈 팝
['GN1001'],20021029,Nirvana,26637,[104355],About A Girl (Album Ver.),['GN1000'],['Nirvana'],507908,GN1000,507908.0,스트레스
"['GN1013', 'GN1001']",20020801,X,25892,[100353],Four Letter Word,['GN1000'],['Def Leppard'],114346,GN1000,,
"['GN0901', 'GN0902', 'GN1001']",20150918,Sorry,2640581,[722872],Desire,"['GN0900', 'GN1000']",['Meg Myers'],211111,GN0900 GN1000,,
"['GN1003', 'GN1013', 'GN1001']",20080616,At Mount Zoomer,510762,[245235],Fine Young Cannibals,['GN1000'],['Wolf Parade'],195508,GN1000,195508.0,뮤직트랙 넷플릭스 드라마 러브 러브시즌2
"['GN1011', 'GN1001']",19850000,Tim,62073,[164960],Left Of The Dial ,['GN1000'],['The Replacements'],677075,GN1000,677075.0,락
"['GN1006', 'GN1013', 'GN1001']",20060401,Kill,316472,[103613],Infinite Misery,['GN1000'],['Cannibal Corpse'],92963,GN1000,92963.0,OST HipHop Rap Rock JPOP 일렉
['GN1001'],20131105,Dylan (1973) (Remastered),2958028,[7313],Can`t Help Falling in Love (Remastered),['GN1000'],['Bob Dylan'],458923,GN1000,,
['GN1001'],20200316,Fantastic Negrito Deluxe EP,10403032,[2124471],Lost in a Crowd,['GN1000'],['Fantastic Negrito'],701071,GN1000,,
['GN1001'],20070101,Ignition,3263505,[759338],Cold Silence,['GN1000'],['Redline'],116991,GN1000,116991.0,Metal 메탈
"['GN1103', 'GN1001']",20121030,+1,2179293,[720243],The Night Was Young Enough,"['GN1000', 'GN1100']",['Rush Midnight'],555073,GN1000 GN1100,555073.0,저녁 밤 산책 분위기 드라이브 센치 도시 시크한 퇴근길 도회적인
['GN1001'],20111007,The Chosen Few,2020396,[100884],"Living After Midnight (* Alice Cooper + Geezer Butler, Black Sabbath)",['GN1000'],['Judas Priest'],209767,GN1000,209767.0,락
['GN1001'],20160907,Pumarosa,2709650,[1134542],Honey,['GN1000'],['Pumarosa'],522859,GN1000,,
['GN1001'],20130401,Heaven (2-Track Digital Bundle),2213554,[100480],Heaven,['GN1000'],['Depeche Mode'],356960,GN1000,356960.0,추억 까페 회상비오는날 밤 새벽
